audio_path,audio_length,mean,std,max_out,min_out
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_jackson_18.wav,18972,-1.1405601e-05,0.05973245,0.6269116,-0.67486095
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_jackson_22.wav,13302,8.564007e-06,0.11800009,0.53150934,-0.4896759
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_45.wav,9341,2.602526e-06,0.006753346,0.03687501,-0.027616544
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_yweweler_29.wav,8294,8.779303e-06,0.013437824,0.047425523,-0.051984563
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_jackson_39.wav,14631,-6.2416566e-06,0.13523418,0.9489124,-0.9059418
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_jackson_2.wav,13958,3.380653e-06,0.10519883,0.7021873,-0.5829533
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_nicolas_45.wav,6698,-0.007049098,0.03937181,0.14346282,-0.25300643
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_theo_15.wav,9201,5.4907578e-06,0.0057499167,0.027423639,-0.019564746
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_george_44.wav,9589,-2.9543431e-05,0.055587824,0.3180687,-0.40616724
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_yweweler_46.wav,8523,-5.49277e-07,0.008412681,0.0403479,-0.056634903
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_lucas_2.wav,9589,-2.9958945e-05,0.046570927,0.16678573,-0.23861817
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_lucas_36.wav,16312,0.0017589157,0.04407479,0.41246405,-0.505988
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_yweweler_10.wav,7988,-5.4009806e-06,0.013802308,0.07660177,-0.09453134
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_lucas_12.wav,12056,-2.4239784e-05,0.105197415,0.48890936,-0.8798274
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_yweweler_46.wav,7263,-3.5350982e-05,0.013151634,0.045660563,-0.059712444
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_theo_48.wav,8289,6.5470617e-06,0.0044958587,0.02150857,-0.018311962
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_nicolas_37.wav,7307,-0.0077834004,0.047592845,0.1552226,-0.21273588
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_yweweler_13.wav,7564,-5.5002915e-06,0.008769608,0.042403813,-0.05603178
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_lucas_9.wav,21623,-1.1952362e-05,0.03412746,0.1994021,-0.3002076
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_yweweler_14.wav,7324,-2.4105522e-05,0.0096817305,0.06850819,-0.08899766
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_jackson_42.wav,9399,1.0286104e-05,0.13198215,0.50576556,-0.5411236
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_yweweler_21.wav,11538,-8.10511e-06,0.0075366707,0.036296926,-0.057565555
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_lucas_7.wav,11527,-1.149682e-06,0.047596462,0.30676013,-0.4913911
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_jackson_40.wav,13677,9.068988e-06,0.09291957,0.28632766,-0.5980381
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_nicolas_30.wav,7646,-0.0070068995,0.053016957,0.29870018,-0.33783382
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_11.wav,5692,-1.05595545e-05,0.0050019235,0.021357238,-0.016275983
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_george_49.wav,9438,-2.2956627e-05,0.03801276,0.2532258,-0.27185923
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_0.wav,7313,-2.8719274e-05,0.011589429,0.042635396,-0.0776609
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_14.wav,5982,3.3207543e-06,0.0054263775,0.023615614,-0.019147558
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_nicolas_41.wav,6877,-0.007070048,0.05385326,0.17433417,-0.31430194
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_george_7.wav,12266,-2.7886856e-05,0.03471818,0.17611144,-0.17509128
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_jackson_0.wav,9355,-2.0018783e-06,0.07239223,0.37314838,-0.4376244
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_15.wav,5215,-9.0182184e-05,0.012214606,0.04283254,-0.062184304
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_jackson_34.wav,7969,-1.5375874e-05,0.07043952,0.461052,-0.41939887
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_jackson_2.wav,9697,-9.208454e-06,0.057745673,0.21905245,-0.21043317
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_yweweler_34.wav,10678,-2.3399967e-05,0.0063918685,0.024146885,-0.039496474
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_yweweler_1.wav,8650,-2.416645e-06,0.014345214,0.06899314,-0.0897156
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_nicolas_12.wav,12109,-0.0077886875,0.046831865,0.14277434,-0.20226417
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_yweweler_47.wav,9512,-2.7421545e-05,0.008717437,0.021837654,-0.0658538
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_theo_12.wav,5155,-4.752308e-06,0.007788634,0.027022017,-0.021521248
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_jackson_46.wav,14270,3.4409966e-06,0.08849004,0.3046845,-0.55552614
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_lucas_40.wav,11764,-3.9241277e-06,0.07449702,0.4126114,-0.62400943
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_theo_45.wav,5847,5.440235e-06,0.004920129,0.028894711,-0.01793998
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_jackson_12.wav,9777,-1.3882292e-05,0.07898467,0.39487708,-0.4088125
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_nicolas_29.wav,7112,-0.007139322,0.045994848,0.20487556,-0.28322783
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_george_1.wav,13029,-2.2823986e-05,0.05002696,0.24235359,-0.28036642
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_yweweler_4.wav,11048,-2.7506701e-05,0.016550126,0.090928495,-0.1695689
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_jackson_31.wav,10720,2.1171076e-05,0.07735366,0.3332737,-0.3453589
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_lucas_35.wav,9818,-2.9204057e-06,0.058956567,0.3481649,-0.5149853
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_george_19.wav,12087,-2.4959823e-05,0.09803324,0.39110866,-0.368163
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_theo_48.wav,5926,7.3048304e-06,0.009646446,0.036983185,-0.03489662
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_2.wav,5044,2.2214388e-05,0.012045393,0.036422435,-0.05149679
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_16.wav,9416,-1.3955526e-05,0.009147968,0.049895734,-0.06777718
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_lucas_48.wav,9725,1.316328e-05,0.07032824,0.3997758,-0.515368
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_nicolas_33.wav,6996,-0.0069149705,0.032744873,0.14577575,-0.14232542
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_31.wav,5066,-3.5195262e-05,0.013410497,0.045428433,-0.06389543
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_jackson_47.wav,12387,-2.9116559e-06,0.08011096,0.260175,-0.415717
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_nicolas_31.wav,7671,-0.007011816,0.09765931,0.2728357,-0.38400966
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_yweweler_20.wav,8407,-8.497715e-06,0.014234619,0.07503704,-0.11641003
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_lucas_5.wav,12834,-1.3692312e-05,0.08033448,0.3943764,-0.645635
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_17.wav,3567,-2.853514e-06,0.011190429,0.04323612,-0.0574821
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_nicolas_25.wav,8647,-0.007759313,0.044308394,0.22924782,-0.32719612
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_lucas_22.wav,9906,-9.661938e-06,0.050748922,0.17794693,-0.24256942
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_jackson_23.wav,10086,1.7884844e-05,0.086815864,0.32047808,-0.4655938
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_theo_5.wav,8054,2.1480384e-06,0.0051558632,0.028681137,-0.022294763
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_george_14.wav,10488,-2.8382568e-05,0.09058578,0.31455374,-0.3257631
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_theo_31.wav,5397,-4.2075144e-06,0.012638014,0.05671966,-0.052392043
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_4.wav,6249,-1.16706e-05,0.005213115,0.034025617,-0.02446723
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_jackson_26.wav,15816,-5.199574e-06,0.076546825,0.5747465,-0.5656543
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_yweweler_49.wav,8407,-1.3136298e-05,0.012453705,0.04566787,-0.09059098
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_41.wav,5246,-1.7650318e-05,0.010961642,0.03384057,-0.058674477
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_nicolas_17.wav,8661,-0.006971393,0.084752604,0.3776989,-0.5157635
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_george_10.wav,11855,-1.9749998e-05,0.068861105,0.39997387,-0.5470359
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_nicolas_12.wav,8093,-0.0070118587,0.06419353,0.29828894,-0.34195334
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_21.wav,4714,2.6747786e-05,0.014117898,0.0441891,-0.06479407
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_35.wav,7798,-2.5522377e-06,0.018299839,0.066746466,-0.106750615
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_jackson_45.wav,10179,-1.7097849e-06,0.092524596,0.3227269,-0.50582606
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_lucas_27.wav,11814,-1.1334439e-05,0.08127959,0.3839753,-0.76862407
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_nicolas_3.wav,7249,-0.0070456383,0.03925317,0.1425935,-0.25032163
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_nicolas_46.wav,6759,-0.0069135926,0.0525712,0.20224674,-0.25946313
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_theo_42.wav,9747,8.395605e-08,0.0044525126,0.033534963,-0.022359384
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_nicolas_22.wav,6431,-0.0070305783,0.056636717,0.2682117,-0.36071795
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_yweweler_20.wav,8071,-2.7634733e-05,0.018477177,0.09607299,-0.13077536
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_yweweler_42.wav,8583,-1.4484767e-05,0.008145898,0.04192752,-0.06449117
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_nicolas_16.wav,6571,-0.007782667,0.04343035,0.144282,-0.28673446
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_46.wav,5802,-4.1267245e-05,0.014382857,0.03770075,-0.056759458
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_jackson_26.wav,11742,-6.6721286e-06,0.0948922,0.4233648,-0.632861
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_george_3.wav,8727,-1.4471742e-05,0.060125917,0.24913037,-0.24463269
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_nicolas_36.wav,7208,-0.007158209,0.04150253,0.15825784,-0.19518805
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_48.wav,6819,-9.603874e-07,0.013708946,0.042630948,-0.060284637
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_nicolas_20.wav,7486,-0.0071019954,0.05129797,0.28267062,-0.325709
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_17.wav,8669,-3.4532026e-05,0.008565896,0.051018685,-0.07312381
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_jackson_3.wav,8592,-2.972342e-06,0.12588337,0.5326767,-0.49445242
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_yweweler_5.wav,10414,1.2592046e-05,0.019281756,0.079996586,-0.112312004
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_yweweler_45.wav,7409,-2.2659407e-05,0.016217183,0.05465939,-0.08309482
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_lucas_30.wav,12756,-2.06435e-05,0.056443885,0.2033235,-0.30838168
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_yweweler_42.wav,5706,3.476721e-05,0.009452356,0.031776294,-0.041562576
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_yweweler_31.wav,8592,-2.9111896e-05,0.015982466,0.07600093,-0.115863666
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_yweweler_49.wav,7773,8.693996e-06,0.018962054,0.054644577,-0.10262979
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_george_11.wav,7897,-2.4647408e-05,0.04815464,0.16848628,-0.14717601
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_lucas_45.wav,11023,-8.90582e-07,0.054381233,0.17186338,-0.3136064
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_jackson_36.wav,9204,-3.734602e-06,0.13119918,0.631645,-0.8388008
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_yweweler_32.wav,6729,5.6727786e-06,0.0136140995,0.044664405,-0.052372456
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_nicolas_1.wav,4976,-0.006876001,0.04757258,0.16487765,-0.21652827
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_lucas_29.wav,10910,0.00049950165,0.08183752,0.3968745,-0.8133264
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_lucas_33.wav,11045,-2.3301498e-05,0.0882486,0.51572895,-0.6315546
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_lucas_49.wav,11560,-5.1342e-06,0.041025307,0.33332077,-0.44900385
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_george_36.wav,9162,-1.4046874e-05,0.052091647,0.29892159,-0.28841603
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_george_27.wav,12051,-2.4460294e-05,0.073711894,0.51959187,-0.58734447
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_jackson_27.wav,13410,6.2235026e-06,0.0634671,0.3262495,-0.42943606
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_theo_37.wav,7768,-5.9835575e-06,0.0045087384,0.019288123,-0.015489288
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_20.wav,6684,-7.0041364e-07,0.008091428,0.040585104,-0.02867997
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_lucas_25.wav,12084,-9.241547e-06,0.09793936,0.5316118,-0.6865726
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_george_25.wav,8997,-2.3143331e-05,0.04655615,0.2892716,-0.37088025
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_theo_9.wav,9228,-3.1232955e-06,0.005783953,0.026281182,-0.02454681
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_nicolas_10.wav,8782,-0.0070460998,0.06557593,0.34252447,-0.39663574
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_jackson_6.wav,16742,1.3048577e-05,0.065373525,0.48018706,-0.44123188
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_lucas_19.wav,10667,5.2291134e-06,0.070955686,0.53798914,-0.6423758
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_george_24.wav,10769,-1.6172884e-05,0.06335522,0.3320595,-0.35831985
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_lucas_41.wav,11409,6.427563e-06,0.059772678,0.22806078,-0.34815696
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_nicolas_21.wav,6006,-0.0070626484,0.030272836,0.115142606,-0.17009059
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_lucas_31.wav,11508,-2.3680508e-05,0.043277014,0.17192486,-0.31074584
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_jackson_8.wav,9995,-3.9825682e-07,0.07714709,0.30303937,-0.32641876
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_theo_9.wav,11072,-8.524123e-06,0.0040237308,0.024568133,-0.02019426
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_jackson_42.wav,11125,7.3025094e-06,0.097183265,0.3212722,-0.30660236
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_jackson_42.wav,9314,-7.1629893e-06,0.11050893,0.4586025,-0.6865739
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_theo_46.wav,5728,6.2389506e-07,0.011000561,0.043338683,-0.036296483
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_nicolas_5.wav,8630,-0.0070633865,0.0821915,0.34261397,-0.589816
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_jackson_7.wav,9548,-1.6124603e-05,0.050406124,0.22855592,-0.28261736
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_theo_30.wav,9664,-3.4336283e-06,0.01818288,0.06654829,-0.05705048
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/3_nicolas_40.wav,6607,-0.007030618,0.04580939,0.18727265,-0.20049052
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_george_23.wav,10981,-1.4902556e-05,0.064380005,0.27751458,-0.30049706
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/6_yweweler_32.wav,4140,2.805081e-05,0.012277639,0.04734672,-0.06742911
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_jackson_40.wav,10722,-1.7474467e-07,0.07703184,0.3450362,-0.49031737
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_theo_23.wav,11323,1.6151876e-06,0.014073276,0.0653786,-0.051193133
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_theo_8.wav,9231,1.8512009e-06,0.0060663405,0.03038515,-0.023587154
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_19.wav,12390,-2.395942e-07,0.006064366,0.041679047,-0.030614179
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_yweweler_34.wav,8404,3.793232e-05,0.011159997,0.044074897,-0.0557978
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_theo_16.wav,8683,5.200772e-06,0.0056274366,0.02176604,-0.019792268
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/9_lucas_38.wav,14203,-3.6703082e-06,0.049602613,0.16953647,-0.4221655
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_nicolas_30.wav,5050,-0.007041954,0.05781101,0.18637404,-0.25373876
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/2_lucas_8.wav,9405,-1.8740971e-05,0.059264008,0.28308675,-0.33250743
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_yweweler_35.wav,6861,1.5496506e-05,0.011959748,0.03446251,-0.059458334
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/1_lucas_26.wav,9275,-1.5944166e-05,0.060103185,0.36236638,-0.5574734
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_lucas_27.wav,11271,-8.699364e-06,0.051251415,0.32787243,-0.38873178
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/0_george_27.wav,12263,-3.1141393e-05,0.061753064,0.30124882,-0.3005895
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/5_yweweler_45.wav,8198,9.389759e-06,0.014304027,0.07524242,-0.12451771
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_lucas_7.wav,22902,-9.295222e-06,0.053259898,0.52195185,-0.62058055
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/8_lucas_6.wav,9416,9.064071e-06,0.073730364,0.42056057,-0.7791635
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/4_theo_40.wav,10008,3.8261633e-06,0.006933915,0.03942018,-0.03062078
/home/hiddenmist/Aman_Lakshay/EDA/free-spoken-digit-dataset-master/recordings/7_lucas_37.wav,7649,-1.700904e-05,0.0839294,0.46214142,-0.69819975
